state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
KENTUCKY	FULTON COUNTY	17	13	1	3	282088.95
KENTUCKY	JOHNSON COUNTY	166	126	0	40	1539120.12
KENTUCKY	LINCOLN COUNTY	29	27	0	2	339965.6
KENTUCKY	LOGAN COUNTY	25	15	1	9	132492.32
KENTUCKY	PERRY COUNTY	507	427	1	79	4670228.88
KENTUCKY	PIKE COUNTY	2297	1980	3	314	36080887.8
KENTUCKY	PULASKI COUNTY	13	12	0	1	328866.36
KENTUCKY	SCOTT COUNTY	34	26	0	8	621705.43
KENTUCKY	UNION COUNTY	12	9	1	2	256664.61
KENTUCKY	MARTIN COUNTY	514	432	0	82	5328938.85
KENTUCKY	TAYLOR COUNTY	4	4	0	0	34972.85
KENTUCKY	CARROLL COUNTY	31	26	0	5	505517.77
KENTUCKY	FAYETTE COUNTY	376	307	0	69	4157410.81
KENTUCKY	FLOYD COUNTY	2176	1882	16	278	21596594.17
KENTUCKY	HART COUNTY	5	5	0	0	157816.68
KENTUCKY	CHRISTIAN COUNTY	864	759	0	105	16829897.63
KENTUCKY	CUMBERLAND COUNTY	1	1	0	0	109090.76
KENTUCKY	GALLATIN COUNTY	7	6	0	1	68899.56
KENTUCKY	HANCOCK COUNTY	4	2	0	2	26668.45
KENTUCKY	HARDIN COUNTY	309	258	0	51	4239730.64
KENTUCKY	HENDERSON COUNTY	291	251	0	40	3930475.53
KENTUCKY	KNOX COUNTY	108	82	0	26	617644.8
KENTUCKY	LIVINGSTON COUNTY	15	13	0	2	226657.33
KENTUCKY	MASON COUNTY	10	9	0	1	91426.98
KENTUCKY	MCLEAN COUNTY	107	90	0	17	853857.2
KENTUCKY	MERCER COUNTY	157	146	2	9	3485725.34
KENTUCKY	WARREN COUNTY	90	77	0	13	922539.64
KENTUCKY	WOODFORD COUNTY	372	349	1	22	6694420.8
KENTUCKY	ALLEN COUNTY	10	10	0	0	223303.9
KENTUCKY	DAVIESS COUNTY	243	185	0	58	1918479.07
KENTUCKY	HARRISON COUNTY	125	120	0	5	2984525.83
KENTUCKY	OHIO COUNTY	11	6	0	5	36429.86
KENTUCKY	OWEN COUNTY	57	55	0	2	759656.67
KENTUCKY	SPENCER COUNTY	34	32	0	2	393243.14
KENTUCKY	WHITLEY COUNTY	15	10	0	5	86922.01
KENTUCKY	BUTLER COUNTY	41	35	0	6	401201.38
KENTUCKY	WEBSTER COUNTY	3	3	0	0	53689.79
KENTUCKY	ANDERSON COUNTY	45	36	1	8	514030.29
KENTUCKY	BOURBON COUNTY	302	281	0	21	4176367.36
KENTUCKY	BALLARD COUNTY	40	37	0	3	511015.28
KENTUCKY	BARREN COUNTY	16	10	0	6	18286.28
KENTUCKY	BATH COUNTY	65	59	0	6	871029.73
KENTUCKY	BELL COUNTY	517	407	1	109	6156592.61
KENTUCKY	BOYD COUNTY	390	346	0	44	5217396.63
KENTUCKY	BOYLE COUNTY	7	7	0	0	26203.59
KENTUCKY	BRACKEN COUNTY	102	96	0	6	1880952.92
KENTUCKY	BREATHITT COUNTY	96	85	0	11	1694140.9
KENTUCKY	BRECKINRIDGE COUNTY	21	18	0	3	247142.85
KENTUCKY	BULLITT COUNTY	243	206	0	37	3398455.42
KENTUCKY	CALDWELL COUNTY	6	5	0	1	180682.8
KENTUCKY	CALLOWAY COUNTY	16	12	1	3	44722.43
KENTUCKY	CAMPBELL COUNTY	371	304	1	66	3582626.01
KENTUCKY	CARLISLE COUNTY	2	1	0	1	2507.02
KENTUCKY	CARTER COUNTY	386	339	0	47	7763066.62
KENTUCKY	CASEY COUNTY	12	10	1	1	1819278.32
KENTUCKY	ELLIOTT COUNTY	1	1	0	0	10003.65
KENTUCKY	ESTILL COUNTY	5	3	0	2	40700.33
KENTUCKY	FLEMING COUNTY	42	37	0	5	690921.06
KENTUCKY	GARRARD COUNTY	8	7	0	1	191287.63
KENTUCKY	GRAVES COUNTY	49	47	0	2	795314.62
KENTUCKY	GRAYSON COUNTY	2	0	0	2	0
KENTUCKY	GREENUP COUNTY	532	451	0	81	5550404.62
KENTUCKY	HARLAN COUNTY	464	354	0	110	2274368.68
KENTUCKY	HICKMAN COUNTY	13	8	0	5	6151.6
KENTUCKY	HOPKINS COUNTY	44	36	0	8	276206.31
KENTUCKY	JESSAMINE COUNTY	151	140	1	10	2815538.64
KENTUCKY	KENTON COUNTY	212	180	0	32	1587521.85
KENTUCKY	KNOTT COUNTY	95	88	0	7	822639.03
KENTUCKY	LARUE COUNTY	21	20	0	1	203045.28
KENTUCKY	LAUREL COUNTY	3	2	0	1	29472.25
KENTUCKY	LESLIE COUNTY	39	33	0	6	302422.23
KENTUCKY	LETCHER COUNTY	51	36	0	15	343458.36
KENTUCKY	LEWIS COUNTY	107	93	0	14	1939567.77
KENTUCKY	MAGOFFIN COUNTY	220	188	0	32	2096974.11
KENTUCKY	MCCRACKEN COUNTY	200	169	3	28	3912379.42
KENTUCKY	MEADE COUNTY	6	4	0	2	168972.9
KENTUCKY	METCALFE COUNTY	9	6	0	3	22716.47
KENTUCKY	MUHLENBERG COUNTY	3	1	0	2	507
KENTUCKY	NELSON COUNTY	85	75	1	9	1915579.26
KENTUCKY	NICHOLAS COUNTY	40	36	0	4	440758.53
KENTUCKY	OLDHAM COUNTY	581	511	0	70	9995230.44
KENTUCKY	OWSLEY COUNTY	1	0	0	1	0
KENTUCKY	PENDLETON COUNTY	156	150	0	6	4821026.58
KENTUCKY	POWELL COUNTY	81	72	0	9	866552.73
KENTUCKY	ROCKCASTLE COUNTY	8	7	0	1	201013.79
KENTUCKY	ROWAN COUNTY	198	180	0	18	3147071.1
KENTUCKY	SIMPSON COUNTY	18	15	0	3	540231.65
KENTUCKY	TRIGG COUNTY	1	0	0	1	0
KENTUCKY	TRIMBLE COUNTY	29	23	0	6	214448.37
LOUISIANA	ACADIA PARISH	837	624	2	211	10038723.91
LOUISIANA	ALLEN PARISH	392	318	0	74	3873412.92
LOUISIANA	ASCENSION PARISH	2480	2011	1	468	23909875.63
LOUISIANA	ASSUMPTION PARISH	952	767	0	185	3891109.41
LOUISIANA	AVOYELLES PARISH	1780	1513	0	267	9146038.52
LOUISIANA	BEAUREGARD PARISH	505	442	1	62	5541662.08
LOUISIANA	BIENVILLE PARISH	17	17	0	0	148981.73
LOUISIANA	BOSSIER PARISH	2367	1893	0	474	30926809.49
LOUISIANA	CADDO PARISH	239	200	0	39	4938294.55
LOUISIANA	CALCASIEU PARISH	5791	4473	4	1314	132110859.45
LOUISIANA	CALDWELL PARISH	488	425	0	63	3889987.15
LOUISIANA	CAMERON PARISH	3064	2788	5	271	173653511.39
LOUISIANA	CATAHOULA PARISH	2644	2235	3	406	15866196.8
LOUISIANA	CLAIBORNE PARISH	25	20	0	5	305482.72
LOUISIANA	CONCORDIA PARISH	1644	1413	2	229	14070289.5
LOUISIANA	DE SOTO PARISH	28	26	0	2	430504.32
LOUISIANA	EAST BATON ROUGE PARISH	8112	6577	6	1529	102640408.85
LOUISIANA	EAST CARROLL PARISH	140	108	1	31	1712688.91
LOUISIANA	EAST FELICIANA PARISH	55	46	0	9	772014.41
LOUISIANA	EVANGELINE PARISH	90	60	1	29	798473.48
LOUISIANA	FRANKLIN PARISH	276	246	0	30	4613830.8
LOUISIANA	GRANT PARISH	439	389	0	50	3256275.98
LOUISIANA	IBERIA PARISH	2611	2276	7	328	75183636.97
LOUISIANA	IBERVILLE PARISH	454	381	0	73	2419352.04
LOUISIANA	JACKSON PARISH	1	1	0	0	13333.99
LOUISIANA	JEFFERSON DAVIS PARISH	222	155	0	67	3153195.44
LOUISIANA	JEFFERSON PARISH	128605	96365	89	32151	3399381981.03
LOUISIANA	LA SALLE PARISH	807	709	0	98	5716621.36
LOUISIANA	LAFAYETTE PARISH	2969	2450	1	518	34028496.57
LOUISIANA	LAFOURCHE PARISH	5236	3857	4	1375	66103044.06
LOUISIANA	LINCOLN PARISH	10	7	0	3	67051.18
LOUISIANA	LIVINGSTON PARISH	6470	5492	15	963	82730105.83
LOUISIANA	MADISON PARISH	249	186	2	61	2680923.47
LOUISIANA	MOREHOUSE PARISH	116	103	0	13	1428545.23
LOUISIANA	NATCHITOCHES PARISH	390	313	0	77	3683836.46
LOUISIANA	ORLEANS PARISH	122952	102072	162	20718	7210195694.79
LOUISIANA	OUACHITA PARISH	4850	4044	1	805	64527109.24
LOUISIANA	PLAQUEMINES PARISH	5691	4594	31	1066	358641755.57
LOUISIANA	POINTE COUPEE PARISH	2789	2507	2	280	22950019.06
LOUISIANA	RAPIDES PARISH	2555	2210	1	344	33228372.18
LOUISIANA	RED RIVER PARISH	8	7	0	1	163235.71
LOUISIANA	RICHLAND PARISH	276	246	0	30	4880332.39
LOUISIANA	SABINE PARISH	12	7	0	5	119514.24
LOUISIANA	ST. BERNARD PARISH	23596	21713	21	1862	2238445447.13
LOUISIANA	ST. CHARLES PARISH	5910	4099	2	1809	100453502.38
LOUISIANA	ST. HELENA PARISH	15	9	0	6	118564.89
LOUISIANA	ST. JAMES PARISH	136	96	1	39	1905695.94
LOUISIANA	ST. JOHN THE BAPTIST PARISH	4875	3927	46	902	259206282.85
LOUISIANA	ST. LANDRY PARISH	483	386	3	94	6948446.45
LOUISIANA	ST. MARTIN PARISH	964	802	0	162	5737489.32
LOUISIANA	ST. MARY PARISH	2296	1766	4	526	30987084.06
LOUISIANA	ST. TAMMANY PARISH	33712	26167	69	7476	1620894701.16
LOUISIANA	TANGIPAHOA PARISH	1454	1038	6	410	23039879.91
LOUISIANA	TENSAS PARISH	281	243	2	36	3521017.1
LOUISIANA	TERREBONNE PARISH	13005	11083	47	1875	315901482.35
LOUISIANA	UNION PARISH	231	197	0	34	2280834.85
LOUISIANA	VERMILION PARISH	3258	2826	16	416	116514433.36
LOUISIANA	VERNON PARISH	132	107	0	25	2284310.69
LOUISIANA	WASHINGTON PARISH	449	354	0	95	5232407.85
LOUISIANA	WEBSTER PARISH	155	137	0	18	2801371.97
LOUISIANA	WEST BATON ROUGE PARISH	142	100	0	42	1488203.67
LOUISIANA	WEST CARROLL PARISH	19	17	0	2	295032.28
LOUISIANA	WEST FELICIANA PARISH	613	534	0	79	3394763.62
LOUISIANA	WINN PARISH	113	102	0	11	1198705.67
MAINE	WASHINGTON COUNTY	19	5	0	14	13396.7
MAINE	FRANKLIN COUNTY	65	52	0	13	483051.16
MAINE	LINCOLN COUNTY	92	62	0	30	513915.42
MAINE	CUMBERLAND COUNTY	401	239	0	162	3108846.36
MAINE	HANCOCK COUNTY	57	30	0	27	203272.5
MAINE	KNOX COUNTY	51	28	0	23	270455.01
MAINE	ANDROSCOGGIN COUNTY	123	90	0	33	777144.11
MAINE	AROOSTOOK COUNTY	354	298	0	56	4127196.5
MAINE	KENNEBEC COUNTY	381	298	0	83	4820776.64
MAINE	OXFORD COUNTY	310	233	0	77	3151742.51
MAINE	PENOBSCOT COUNTY	233	174	0	59	1696010.7
MAINE	PISCATAQUIS COUNTY	88	76	0	12	1877931.86
MAINE	SAGADAHOC COUNTY	72	44	1	27	547294.21
MAINE	SOMERSET COUNTY	107	76	0	31	751199.34
MAINE	WALDO COUNTY	59	42	0	17	518289.04
MAINE	YORK COUNTY	2096	1547	1	548	18737132.05
MARYLAND	MONTGOMERY COUNTY	461	285	2	174	2286546.39
MARYLAND	WASHINGTON COUNTY	387	328	0	59	4079600.03
MARYLAND	HOWARD COUNTY	161	92	1	68	1055414.43
MARYLAND	KENT COUNTY	335	263	4	68	8206350.71
MARYLAND	CARROLL COUNTY	119	83	1	35	885926.79
MARYLAND	TALBOT COUNTY	609	476	2	131	11814781.44
MARYLAND	SOMERSET COUNTY	1087	830	7	250	11858340.27
MARYLAND	ALLEGANY COUNTY	312	213	0	99	3167700.66
MARYLAND	ANNE ARUNDEL COUNTY	2352	1722	9	621	46664991.94
MARYLAND	BALTIMORE COUNTY	2969	2255	10	704	64159851.91
MARYLAND	CALVERT COUNTY	469	369	0	100	8645903.05
MARYLAND	CAROLINE COUNTY	74	48	1	25	1269053.58
MARYLAND	CECIL COUNTY	616	496	2	118	11045329.45
MARYLAND	CHARLES COUNTY	262	192	0	70	5660680.77
MARYLAND	DORCHESTER COUNTY	926	772	4	150	16823972.56
MARYLAND	FREDERICK COUNTY	193	149	0	44	1481815.81
MARYLAND	GARRETT COUNTY	112	88	0	24	954363.25
MARYLAND	HARFORD COUNTY	298	187	1	110	2929091.79
MARYLAND	INDEPENDENT CITY	820	586	3	231	19674279.42
MARYLAND	PRINCE GEORGES COUNTY	547	292	7	248	3381616.68
MARYLAND	QUEEN ANNES COUNTY	952	700	4	248	13549590.64
MARYLAND	ST. MARYS COUNTY	522	389	3	130	10110477.69
MARYLAND	WICOMICO COUNTY	177	130	3	44	3329027.89
MARYLAND	WORCESTER COUNTY	2481	1665	10	806	18614355.97
MARYLAND	WORCHESTER COUNTY	10	10	0	0	87537.03
MASSACHUSETTS	FRANKLIN COUNTY	100	79	1	20	3759871.18
MASSACHUSETTS	MIDDLESEX COUNTY	3289	2587	8	694	31243867.34
MASSACHUSETTS	PLYMOUTH COUNTY	10217	8611	9	1597	126878536.69
MASSACHUSETTS	WORCESTER COUNTY	653	490	0	163	9047030.35
MASSACHUSETTS	BARNSTABLE COUNTY	2664	1880	4	780	28522851.6
MASSACHUSETTS	BERKSHIRE COUNTY	376	259	0	117	2963118.48
MASSACHUSETTS	BRISTOL COUNTY	1409	1001	1	407	11764599.25
MASSACHUSETTS	DUKES COUNTY	165	123	0	42	1696680.38
MASSACHUSETTS	ESSEX COUNTY	4637	3646	8	983	71776427.54
MASSACHUSETTS	HAMPDEN COUNTY	239	157	3	79	2341847.46
MASSACHUSETTS	HAMPSHIRE COUNTY	184	146	0	38	1657768.84
MASSACHUSETTS	NANTUCKET COUNTY	461	365	1	95	13975429.46
MASSACHUSETTS	NORFOLK COUNTY	2650	1997	2	651	16188169.61
MASSACHUSETTS	SUFFOLK COUNTY	3944	3241	1	702	21790362.79
MICHIGAN	CALHOUN COUNTY	49	33	1	15	215494.06
MICHIGAN	JACKSON COUNTY	33	17	0	16	156007.49
MICHIGAN	MONROE COUNTY	1498	1188	1	309	5902073.26
MICHIGAN	ST. CLAIR COUNTY	848	578	2	268	2853819.83
MICHIGAN	VAN BUREN COUNTY	24	12	0	12	118604.7
MICHIGAN	LAKE COUNTY	26	22	0	4	254418.25
MICHIGAN	DELTA COUNTY	20	15	0	5	60362.15
MICHIGAN	KENT COUNTY	536	395	5	136	7513178.89
MICHIGAN	BAY COUNTY	548	368	0	180	3414684
MICHIGAN	OSCEOLA COUNTY	16	12	0	4	88374.15
MICHIGAN	BERRIEN COUNTY	265	143	0	122	2657077.21
MICHIGAN	WAYNE COUNTY	1697	1018	11	668	4586075.67
MICHIGAN	CASS COUNTY	4	0	0	4	0
MICHIGAN	CLINTON COUNTY	195	107	8	80	657064.42
MICHIGAN	LIVINGSTON COUNTY	98	66	1	31	831914.91
MICHIGAN	MASON COUNTY	7	5	0	2	28893.08
MICHIGAN	ST. JOSEPH COUNTY	81	57	1	23	634944.14
MICHIGAN	EMMET COUNTY	1	0	0	1	0
MICHIGAN	DICKINSON COUNTY	5	4	0	1	12714.6
MICHIGAN	OTTAWA COUNTY	249	175	3	71	2539081.42
MICHIGAN	ALCONA COUNTY	9	4	0	5	10713.85
MICHIGAN	ALGER COUNTY	5	2	0	3	39012
MICHIGAN	ALLEGAN COUNTY	81	49	0	32	641246.43
MICHIGAN	ALPENA COUNTY	9	4	0	5	15226.69
MICHIGAN	ANTRIM COUNTY	3	1	0	2	920.17
MICHIGAN	ARENAC COUNTY	71	50	0	21	211851.15
MICHIGAN	BARAGA COUNTY	6	3	0	3	14324.6
MICHIGAN	BARRY COUNTY	221	197	0	24	1591056.78
MICHIGAN	BENZIE COUNTY	5	4	0	1	41180.4
MICHIGAN	BRANCH COUNTY	20	18	0	2	275460.65
MICHIGAN	CHARLEVOIX COUNTY	1	1	0	0	37516.64
MICHIGAN	CHEBOYGAN COUNTY	3	0	0	3	0
MICHIGAN	CHIPPEWA COUNTY	2	0	0	2	0
MICHIGAN	CLARE COUNTY	1	0	0	1	0
MICHIGAN	EATON COUNTY	105	80	3	22	495664.97
MICHIGAN	GENESEE COUNTY	404	295	1	108	2067476.45
MICHIGAN	GLADWIN COUNTY	14	13	0	1	141935.24
MICHIGAN	GOGEBIC COUNTY	8	5	0	3	53800.5
MICHIGAN	GRAND TRAVERSE COUNTY	27	14	0	13	192659.36
MICHIGAN	GRATIOT COUNTY	20	15	0	5	107682.56
MICHIGAN	HILLSDALE COUNTY	6	5	0	1	61162.49
MICHIGAN	HURON COUNTY	82	53	0	29	212331.47
MICHIGAN	INGHAM COUNTY	139	88	2	49	411186.94
MICHIGAN	IONIA COUNTY	22	15	0	7	100808.62
MICHIGAN	IOSCO COUNTY	36	18	0	18	49959.97
MICHIGAN	IRON COUNTY	3	0	0	3	0
MICHIGAN	ISABELLA COUNTY	7	3	0	4	14574.34
MICHIGAN	KALAMAZOO	1	0	0	1	0
MICHIGAN	KALAMAZOO COUNTY	186	129	0	57	1277908.92
MICHIGAN	LAPEER COUNTY	28	17	0	11	176782.93
MICHIGAN	LEELANAU COUNTY	11	7	0	4	20103.51
MICHIGAN	LENAWEE COUNTY	51	38	0	13	208454.23
MICHIGAN	MACKINAC COUNTY	3	1	0	2	2256.92
MICHIGAN	MACOMB COUNTY	1106	746	4	356	3795111.17
MICHIGAN	MANISTEE COUNTY	21	11	0	10	165160.37
MICHIGAN	MARQUETTE COUNTY	10	8	0	2	41933.45
MICHIGAN	MECOSTA COUNTY	45	41	0	4	1039118.77
MICHIGAN	MENOMINEE COUNTY	22	15	0	7	53066.47
MICHIGAN	MONTCALM COUNTY	6	5	0	1	26173.71
MICHIGAN	MUSKEGON COUNTY	90	44	0	46	349482.87
MICHIGAN	NEWAYGO COUNTY	65	58	0	7	974542.33
MICHIGAN	NICOLLET COUNTY	2	1	0	1	1217.81
MICHIGAN	OAKLAND COUNTY	381	204	2	175	2729184.45
MICHIGAN	OCEANA COUNTY	24	9	0	15	82913.63
MICHIGAN	ONTONAGON COUNTY	9	6	0	3	4653.13
MICHIGAN	SAGINAW COUNTY	514	359	4	151	3604793.95
MICHIGAN	SANILAC COUNTY	14	9	0	5	122606.87
MICHIGAN	SCHOOLCRAFT COUNTY	1	1	0	0	8009.15
MICHIGAN	SHIAWASSEE COUNTY	55	27	0	28	96558.36
MICHIGAN	TUSCOLA COUNTY	119	99	0	20	875763.37
MICHIGAN	WASHTENAW COUNTY	92	61	0	31	747040.41
MICHIGAN	WEXFORD COUNTY	3	2	0	1	6995.9
MINNESOTA	HOUSTON COUNTY	75	54	1	20	1094133.02
MINNESOTA	JACKSON COUNTY	14	9	0	5	158992.45
MINNESOTA	MARSHALL COUNTY	1193	1054	1	138	6003270.52
MINNESOTA	WASHINGTON COUNTY	448	368	1	79	4683010.66
MINNESOTA	BENTON COUNTY	55	41	0	14	205524.77
MINNESOTA	CLAY COUNTY	1358	1210	1	147	13730810.87
MINNESOTA	GRANT COUNTY	4	3	0	1	63460.78
MINNESOTA	LINCOLN COUNTY	1	1	0	0	7495.78
MINNESOTA	POLK COUNTY	1412	1289	0	123	36470096.58
MINNESOTA	POPE COUNTY	7	4	1	2	13695.13
MINNESOTA	SCOTT COUNTY	81	56	0	25	750020.32
MINNESOTA	LAKE COUNTY	4	2	0	2	251585.72
MINNESOTA	DOUGLAS COUNTY	30	21	0	9	374173.17
MINNESOTA	COOK COUNTY	23	9	0	14	40988.27
MINNESOTA	MURRAY COUNTY	6	4	0	2	11290.71
MINNESOTA	CLEARWATER COUNTY	19	14	0	5	397704.69
MINNESOTA	BROWN COUNTY	25	20	0	5	265588.36
MINNESOTA	CASS COUNTY	8	6	0	2	47131.88
MINNESOTA	LYON COUNTY	56	27	0	29	146510.47
MINNESOTA	RICE COUNTY	23	16	2	5	143752.39
MINNESOTA	CHIPPEWA COUNTY	284	248	0	36	3941210.52
MINNESOTA	NICOLLET COUNTY	43	33	0	10	450815.81
MINNESOTA	AITKIN COUNTY	78	62	0	16	725881.97
MINNESOTA	ANOKA COUNTY	65	41	1	23	212655.84
MINNESOTA	BECKER COUNTY	95	76	0	19	1502252.91
MINNESOTA	BELTRAMI COUNTY	4	2	0	2	11207.01
MINNESOTA	BIG STONE COUNTY	87	73	1	13	847318.66
MINNESOTA	BLUE EARTH COUNTY	51	37	0	14	557060.88
MINNESOTA	CARLTON COUNTY	12	10	0	2	481560.99
MINNESOTA	CARVER COUNTY	60	35	0	25	179698.45
MINNESOTA	CHISAGO COUNTY	31	21	0	10	143067.7
MINNESOTA	COTTONWOOD COUNTY	13	8	0	5	54562.9
MINNESOTA	CROW WING COUNTY	5	2	0	3	49202.73
MINNESOTA	DAKOTA COUNTY	135	99	2	34	4096481.24
MINNESOTA	DODGE COUNTY	25	22	0	3	363445.57
MINNESOTA	FARIBAULT COUNTY	6	5	0	1	34762.35
MINNESOTA	FILLMORE COUNTY	92	72	1	19	668318.9
MINNESOTA	FREEBORN COUNTY	33	27	0	6	366534.8
MINNESOTA	GOODHUE COUNTY	182	152	0	30	2199579.03
MINNESOTA	HENNEPIN COUNTY	500	316	11	173	2906458.59
MINNESOTA	HUBBARD COUNTY	21	14	0	7	223783.02
MINNESOTA	ISANTI COUNTY	24	14	0	10	159501.44
MINNESOTA	ITASCA COUNTY	7	3	0	4	14931.67
MINNESOTA	KANABEC COUNTY	10	5	0	5	21681.65
MINNESOTA	KANDIYOHI COUNTY	5	4	0	1	111275.54
MINNESOTA	KITTSON COUNTY	321	294	0	27	2518273.4
MINNESOTA	KOOCHICHING COUNTY	4	3	0	1	51086.07
MINNESOTA	LAC QUI PARLE COUNTY	40	34	0	6	223620.49
MINNESOTA	LAKE OF THE WOODS COUNTY	6	3	0	3	120820.18
MINNESOTA	LE SUEUR COUNTY	32	21	0	11	230609.22
MINNESOTA	MAHNOMEN COUNTY	11	10	0	1	154892.58
MINNESOTA	MCLEOD COUNTY	12	8	1	3	27286.2
MINNESOTA	MEEKER COUNTY	4	3	0	1	60291.97
MINNESOTA	MILLE LACS COUNTY	15	11	0	4	43328.11
MINNESOTA	MORRISON COUNTY	16	13	0	3	83705.93
MINNESOTA	MOWER COUNTY	718	656	1	61	10588187.46
MINNESOTA	NOBLES COUNTY	66	49	1	16	156297.07
MINNESOTA	NORMAN COUNTY	249	220	0	29	2511892.21
MINNESOTA	OLMSTED COUNTY	703	556	1	146	4749895.93
MINNESOTA	OTTER TAIL COUNTY	96	69	0	27	1309609.49
MINNESOTA	PENNINGTON COUNTY	17	17	0	0	31521.52
MINNESOTA	PINE COUNTY	24	16	1	7	457836.75
MINNESOTA	PIPESTONE COUNTY	13	11	0	2	221314.63
MINNESOTA	RAMSEY COUNTY	99	64	1	34	1277644.68
MINNESOTA	RED LAKE COUNTY	3	3	0	0	16949.4
MINNESOTA	REDWOOD COUNTY	3	3	0	0	143452.13
MINNESOTA	RENVILLE COUNTY	1	1	0	0	1000
MINNESOTA	ROCK COUNTY	17	12	0	5	50530.46
MINNESOTA	ROSEAU COUNTY	274	207	0	67	3309452.11
MINNESOTA	SHERBURNE COUNTY	43	27	0	16	134826.43
MINNESOTA	SIBLEY COUNTY	11	7	1	3	495762.69
MINNESOTA	ST. LOUIS COUNTY	166	113	2	51	1308940.48
MINNESOTA	STEARNS COUNTY	81	58	1	22	848713.31
MINNESOTA	STEELE COUNTY	70	53	0	17	1533916.46
MINNESOTA	STEVENS COUNTY	1	1	0	0	7426
MINNESOTA	SWIFT COUNTY	9	6	0	3	114033.8
MINNESOTA	TODD COUNTY	7	6	0	1	81688.15
MINNESOTA	TRAVERSE COUNTY	152	133	0	19	991917.21
MINNESOTA	WABASHA COUNTY	137	110	1	26	2892957.56
MINNESOTA	WADENA COUNTY	5	4	0	1	25894.29
MINNESOTA	WASECA COUNTY	2	1	0	1	12820.61
MINNESOTA	WATONWAN COUNTY	4	3	0	1	158773.74
MINNESOTA	WILKIN COUNTY	490	445	0	45	7410559.22
MINNESOTA	WINONA COUNTY	126	108	0	18	3931723.69
MINNESOTA	WRIGHT COUNTY	205	155	0	50	2283092.7
MINNESOTA	YELLOW MEDICINE COUNTY	30	27	0	3	414218.26
MISSISSIPPI	CALHOUN COUNTY	29	26	0	3	312522
MISSISSIPPI	CHOCTAW COUNTY	1	1	0	0	68613.13
MISSISSIPPI	CLARKE COUNTY	56	38	0	18	649705.59
MISSISSIPPI	COVINGTON COUNTY	57	48	0	9	528810.39
MISSISSIPPI	GREENE COUNTY	37	30	0	7	360704.45
MISSISSIPPI	JACKSON COUNTY	10277	8849	25	1403	697486982.94
MISSISSIPPI	JEFFERSON COUNTY	93	84	0	9	917583.88
MISSISSIPPI	LAMAR COUNTY	247	212	0	35	3836147.5
MISSISSIPPI	LAUDERDALE COUNTY	226	157	0	69	2799388.7
MISSISSIPPI	LAWRENCE COUNTY	33	25	0	8	448097.42
MISSISSIPPI	LEE COUNTY	119	82	1	36	1564736.97
MISSISSIPPI	LOWNDES COUNTY	1136	917	1	218	6315111.66
MISSISSIPPI	MADISON COUNTY	817	625	0	192	5087973.05
MISSISSIPPI	MARION COUNTY	676	551	4	121	5950261.22
MISSISSIPPI	MARSHALL COUNTY	8	7	0	1	109614.11
MISSISSIPPI	MONROE COUNTY	110	84	0	26	647672.48
MISSISSIPPI	WASHINGTON COUNTY	1607	1347	2	258	29512435.49
MISSISSIPPI	WINSTON COUNTY	19	10	0	9	161219.56
MISSISSIPPI	--------------------------------	2	2	0	0	17090.47
MISSISSIPPI	CLAY COUNTY	97	81	0	16	798486.13
MISSISSIPPI	LAFAYETTE COUNTY	19	17	0	2	205126.64
MISSISSIPPI	LINCOLN COUNTY	19	12	0	7	50445.46
MISSISSIPPI	NEWTON COUNTY	7	5	0	2	52455.57
MISSISSIPPI	PERRY COUNTY	87	70	0	17	356164.6
MISSISSIPPI	PIKE COUNTY	101	89	0	12	3144679.85
MISSISSIPPI	SCOTT COUNTY	12	11	1	0	185242.34
MISSISSIPPI	STONE COUNTY	16	10	1	5	115204.82
MISSISSIPPI	UNION COUNTY	18	14	0	4	456218.27
MISSISSIPPI	ADAMS COUNTY	157	115	1	41	1696760.71
MISSISSIPPI	HOLMES COUNTY	115	101	0	14	1169153.57
MISSISSIPPI	CARROLL COUNTY	24	22	0	2	192785.46
MISSISSIPPI	JASPER COUNTY	11	7	0	4	109592.75
MISSISSIPPI	JONES COUNTY	149	108	0	41	681965.99
MISSISSIPPI	WAYNE COUNTY	31	24	1	6	284676.92
MISSISSIPPI	HANCOCK COUNTY	9600	8522	38	1040	735937642.33
MISSISSIPPI	WARREN COUNTY	2719	2384	2	333	29731803.37
MISSISSIPPI	HARRISON COUNTY	14855	12456	102	2297	1270943992.41
MISSISSIPPI	CHICKASAW COUNTY	2	2	0	0	8170.38
MISSISSIPPI	WEBSTER COUNTY	24	23	0	1	108563.11
MISSISSIPPI	SIMPSON COUNTY	224	199	0	25	1760258.89
MISSISSIPPI	ALCORN COUNTY	63	49	0	14	4181034.62
MISSISSIPPI	AMITE	1	1	0	0	4430.16
MISSISSIPPI	AMITE COUNTY	2	2	0	0	3416.26
MISSISSIPPI	ATTALA COUNTY	17	14	0	3	254681.57
MISSISSIPPI	BOLIVAR COUNTY	1257	1087	9	161	21134430.75
MISSISSIPPI	CLAIBORNE COUNTY	509	459	1	49	5186143.17
MISSISSIPPI	COAHOMA COUNTY	330	294	0	36	3459840.82
MISSISSIPPI	COPIAH COUNTY	37	29	0	8	149501.49
MISSISSIPPI	DE SOTO COUNTY	183	158	3	22	3101620.48
MISSISSIPPI	FORREST COUNTY	1668	1323	4	341	8681036.25
